id,name,description,founder_email,funding_goal,amount_raised,status,created_at
3534,Hayre LLC,"Nulla molestias quibusdam nobis laborum iure quasi molestiae. Placeat in provident suscipit.
Praesentium animi nobis unde officia minima maiores dolorem. Debitis ullam aliquid nostrum deleniti sunt.",pushtiahluwalia412@gmail.com,2521894.59,2332015.2,rejected,2020-11-29
3535,"Balakrishnan, Bhardwaj and Doctor",Placeat alias nostrum deleniti quod reprehenderit officiis. Pariatur ullam incidunt. Ad iste omnis officia perferendis tempore.,yashawinibuch556@gmail.com,9191687.0,6728350.14,pending,2022-05-14
3536,"Das, Aurora and Sahni",Modi quia animi dolore. Laudantium accusantium accusamus ipsum quae aspernatur.,vasanarau979@gmail.com,8188884.78,4108193.63,approved,2020-04-02
3537,Mand-Kamdar,"Eveniet aperiam veniam quas sunt deleniti ducimus. Praesentium quaerat commodi repudiandae. Sit magni nostrum veritatis eligendi porro ipsum.
Iusto assumenda non repellendus officia voluptate.",zansikara493@gmail.com,6357893.98,5602099.93,rejected,2020-06-09
3538,"Mohan, Handa and Sodhi","Iste harum maiores error dolor. Earum rem labore.
Deleniti quos tempore doloremque consequatur. Quidem cum expedita quasi illum repellat officia.",samakshbhattacharyya952@gmail.com,3375195.3,914838.78,rejected,2020-10-07
3539,Wason-Natt,Quae perferendis assumenda ipsum facere. Porro quidem reiciendis doloribus. Inventore eligendi reprehenderit fugit fuga blanditiis excepturi nobis.,shivanshnori999@gmail.com,4901941.32,1270029.52,rejected,2024-11-08
3540,"Dhaliwal, Dyal and Kibe","Dolore nulla sit tempore alias ab vitae. Necessitatibus odio ipsa assumenda. Mollitia fuga eius sint nulla nobis.
Corrupti placeat distinctio deserunt. Cumque possimus iure.",manthanjoshi825@gmail.com,4679279.84,2782218.89,rejected,2020-08-31
3541,Samra LLC,"Eum perspiciatis totam odit. Delectus quasi occaecati velit.
Aut saepe quasi quia cupiditate. Id neque iure adipisci. Sequi culpa quas dignissimos.",paninikuruvilla605@gmail.com,5661702.61,4209956.39,rejected,2023-11-17
3542,Mall-Doctor,At ea repudiandae eum fugit itaque possimus. Cum error quibusdam fuga blanditiis aspernatur saepe.,vihaancontractor543@gmail.com,7902002.88,1862207.07,approved,2022-10-22
3543,Srinivasan and Sons,Velit architecto reiciendis at officiis esse. Voluptatum labore iure iure saepe dolorum nobis. Reprehenderit fuga tenetur sapiente.,gavindani687@gmail.com,6758834.08,1141583.43,approved,2021-01-07
3544,Agarwal LLC,Voluptas impedit perspiciatis omnis explicabo exercitationem corporis provident. Qui cum nam nisi nostrum.,jananiapte822@gmail.com,2845247.85,2045207.51,approved,2020-06-06
3545,"Thaman, Buch and Soman","Ut officiis temporibus maiores. Earum sapiente distinctio sint similique distinctio iste perferendis.
Voluptatum cupiditate repellat distinctio a.",banjeetkhatri990@gmail.com,7752992.9,4344947.06,approved,2024-07-11
3546,Bath-Arya,Similique alias odio tempore. Totam ratione esse earum aliquid. Amet tenetur harum earum.,tarahegde140@gmail.com,5626264.28,2253742.57,approved,2022-05-26
3547,Munshi-Dhar,Quas itaque numquam maxime similique aut veniam. Suscipit dignissimos quia doloribus.,saitella400@gmail.com,6374131.59,6020735.96,rejected,2020-11-28
3548,"Dua, Bajwa and Dutt",Suscipit odit laboriosam iste pariatur rem quo deserunt. Aliquid illo fugiat sint iste eligendi ipsum. At quas quas consectetur nisi.,radhamittal497@gmail.com,7933081.72,6482392.84,pending,2021-06-14
3549,Kanda LLC,"Eius sequi alias. Hic maxime fuga occaecati explicabo.
Aliquam quo iusto recusandae impedit accusamus non. Repellat quas exercitationem vel dolores quos quas. Ea ut tempora.",hamsinikumar121@gmail.com,2776839.5,1580551.33,rejected,2020-01-02
3550,Gade-Varghese,Fuga voluptatum dolores culpa aspernatur eaque. Illum impedit dolorum ut consectetur. Cum quaerat delectus earum inventore dolores.,theodoretalwar314@gmail.com,4928348.84,4317892.72,approved,2021-10-30
3551,Cherian PLC,Eveniet numquam earum reprehenderit exercitationem facere iusto. Atque maiores natus voluptates magnam officiis deleniti.,vasanadada275@gmail.com,3937090.9,1401892.15,rejected,2022-02-26
3552,"Kashyap, Konda and Bhardwaj",Assumenda tempore atque voluptate. In voluptatibus deserunt architecto molestias. Alias repellat adipisci facilis corporis facilis. Molestiae aperiam magnam deserunt.,abhimanyusubramaniam418@gmail.com,1864281.15,1524545.08,approved,2020-11-09
3553,Butala Group,"Totam voluptate ratione quis. Atque hic et quos repudiandae deserunt reprehenderit.
Reprehenderit aspernatur sunt ipsam labore. Illum officiis est temporibus. Provident doloremque a sit.",fiyaztank253@gmail.com,5693419.96,5203466.33,approved,2020-06-03
3554,Karpe-Guha,"Dolore laborum ut temporibus nemo atque.
Ducimus minus harum asperiores. A quaerat nostrum vero ab.
Hic at repellendus minima nihil. Voluptas quibusdam autem blanditiis modi nulla ipsam.",ishanimital419@gmail.com,10023113.1,5785411.22,rejected,2021-01-16
3555,Tara-Iyengar,Modi placeat iure rerum. Officiis facere fugiat dolorem dolorum. Ducimus numquam quasi distinctio quasi fugit dolores.,masonramanathan426@gmail.com,1319844.51,678288.59,pending,2023-11-15
3556,"Wason, Bhardwaj and Vaidya","Ex occaecati tempore possimus expedita recusandae impedit. Quos maiores modi corporis. Optio soluta quas officia.
Et nesciunt esse libero sunt enim quos.",simonbalakrishnan85@gmail.com,4935438.78,4608489.3,rejected,2024-12-04
3557,"Gera, Bora and Nadig","Quos nihil a ratione tempora minima rem. Totam sequi tenetur voluptates numquam a cum ipsa. Natus consectetur enim officiis laborum.
Vel esse quasi. Corrupti ipsum nemo numquam ab accusantium.",raghavjhaveri32@gmail.com,6281085.87,841080.29,pending,2022-05-27
3558,"Shankar, Dani and Patla",Mollitia eligendi magnam illo similique quae placeat corporis. Cupiditate provident animi harum est hic.,lopapatel981@gmail.com,5246156.4,2874489.51,pending,2023-07-16
3559,"Issac, Sagar and Anne","Veniam voluptatum sunt alias quam sit. Hic omnis natus quis. Praesentium omnis dignissimos sint. Unde saepe perferendis rerum.
Voluptatum est dolorum impedit architecto unde numquam.",shauryabajaj573@gmail.com,4773743.89,4345486.15,pending,2022-04-18
3560,Raghavan-Lalla,Nesciunt beatae rem sit rem repudiandae nesciunt voluptatem. Temporibus maxime mollitia suscipit accusamus debitis dolorum. Provident voluptatum dolores ipsam recusandae accusamus illum.,maanasjaggi439@gmail.com,2401567.27,298950.24,rejected,2022-02-21
3561,"Shenoy, Prashad and Sheth","Laudantium voluptates voluptas tempore ipsa. Iure esse tempora ad libero.
Ipsa iure autem quibusdam minus. Vel perspiciatis doloremque cumque voluptas amet quibusdam. Animi nostrum totam illo.",yutikabalan687@gmail.com,5465573.49,1733887.12,pending,2022-09-08
3562,"Srinivasan, Ravi and Minhas",Ipsa ea rem perspiciatis dolor est ad. Possimus hic vitae aspernatur. Quo quidem quae minus.,maanavbhatti598@gmail.com,3486472.05,2314287.57,pending,2021-03-07
3563,"Singh, Mannan and More",Voluptas itaque quia voluptatum. Aut consectetur excepturi omnis voluptates eligendi eaque inventore. Quae ut iste sapiente fugiat nisi. Eveniet amet nemo ad quis.,yashraja697@gmail.com,620156.59,112749.04,rejected,2020-04-23
3564,Jaggi-Agrawal,Odio eum expedita. Cumque quo est delectus rerum. Suscipit nam necessitatibus pariatur ex. Ad blanditiis cupiditate.,labandara97@gmail.com,7389184.44,18711.82,rejected,2021-06-05
3565,Naidu-Kar,Dolorem ut similique rem eius dolorem nam. Id officia tempore reprehenderit quod officia.,kashvikarnik413@gmail.com,6916771.64,2904344.31,approved,2023-06-13
3566,"Parekh, Brar and Natt",Consequatur quaerat tenetur esse reiciendis nulla. Dolor tempore aliquam minima tempore laudantium. Provident veniam illo unde ratione.,tanvipandya272@gmail.com,5103321.95,4875576.45,rejected,2024-06-14
3567,Patla-Suresh,Tempore eligendi sunt. Distinctio soluta culpa sequi. Architecto debitis nobis laudantium neque omnis.,omishachander662@gmail.com,5458149.38,4877680.92,rejected,2020-02-23
3568,Guha-Seth,Ipsum excepturi natus necessitatibus excepturi temporibus.,vinayamitter95@gmail.com,7148636.03,5398729.86,approved,2024-09-17
3569,Anne Group,Quas quisquam ab a totam reiciendis. Quia natus aspernatur soluta. Est quia aspernatur minima.,poojabahri625@gmail.com,5448679.31,224076.2,rejected,2023-03-14
3570,Malhotra and Sons,Dicta necessitatibus officia odio magnam ratione consequatur tempora. Dolores provident fuga iusto voluptas culpa. Dolor mollitia id dicta officia ab omnis.,rishithakkar39@gmail.com,6808035.11,3903245.98,approved,2020-12-03
3571,Deo-Contractor,Repellendus assumenda ut repellendus vel suscipit. Doloribus incidunt voluptatem quasi eligendi eos. Odio sequi rerum voluptatibus ullam ad.,noahsarma145@gmail.com,4405035.6,3823784.64,approved,2021-01-22
3572,Singh-Rastogi,"Optio eius deserunt cumque. Aperiam ipsum eius.
Nam repellendus quasi esse. Cum ratione pariatur quia ipsa vero ex repudiandae. Sed nihil suscipit magni.",upmamanda239@gmail.com,7623967.48,1942807.15,approved,2023-07-19
3573,"Dalal, Toor and Ratta",Consequuntur necessitatibus inventore tempore harum quia. Adipisci eos praesentium accusantium totam. Adipisci consequuntur laboriosam iusto adipisci vitae provident.,tarakchahal893@gmail.com,5641571.45,5189110.72,pending,2022-01-12
3574,Kara and Sons,"Similique dignissimos et. Eum voluptas molestias ipsam minima laboriosam.
Dolor consequatur rerum pariatur est magnam. Eos porro iusto veritatis dolorem numquam.",shauryahegde831@gmail.com,5388103.89,980009.59,approved,2022-02-04
3575,"Lal, Morar and Devan","Id aspernatur qui alias minima totam vel. Unde autem ut voluptatibus.
Cum accusamus optio eos. Consequuntur doloremque quidem facere possimus.",anaytripathi738@gmail.com,2459877.82,251189.37,rejected,2023-08-29
3576,Chakraborty and Sons,"Expedita delectus repellat. Saepe neque iste harum esse quia officia voluptates. Vitae accusantium natus.
Ea aspernatur ullam deserunt. Asperiores libero quaerat neque.",ekanshvarty368@gmail.com,5573911.71,2770828.25,approved,2022-10-07
3577,Purohit-Parikh,Praesentium reiciendis quae vero eum quia repudiandae voluptates. Beatae nostrum tenetur iure eaque corrupti quis.,manbirrau990@gmail.com,3336090.17,271569.56,approved,2024-01-22
3578,Sha-Sule,"Corporis quidem molestias ipsam excepturi ex hic. Dolore voluptas nam. Molestias eaque fuga quam.
Eius sed dolorem voluptates aspernatur. Ad veritatis id pariatur quis officiis rem.",imaransandhu300@gmail.com,3723434.55,221125.59,approved,2020-11-29
3579,Palla Group,Ab commodi fugit beatae corrupti assumenda officiis. Assumenda perferendis magni ipsa saepe rerum minus. Nesciunt nam vel magni reiciendis recusandae magni.,pratyushramaswamy515@gmail.com,3369248.74,2628571.43,pending,2023-07-07
3580,Deol-Dara,"Sint laborum eum autem magni. Maxime perspiciatis alias ab eos aperiam libero.
Ipsa amet possimus quam repudiandae tempora ratione. Deleniti vitae odit quas esse.",bhanumatidube564@gmail.com,2867530.14,2597048.88,pending,2020-09-10
3581,"Mander, Anne and Luthra","Dignissimos sed ut magnam amet.
Quis hic corrupti ad. Voluptatum libero aperiam recusandae.
Itaque quis officiis repellendus accusantium quae tempora.",triveniwalia196@gmail.com,9249542.81,1593034.49,approved,2022-12-15
3582,Keer Ltd,Quas pariatur odit quibusdam necessitatibus. Reprehenderit voluptas harum quibusdam facilis iusto cumque. Expedita amet voluptatibus laboriosam vel mollitia.,charanmallick90@gmail.com,7662678.12,1563329.4,pending,2024-02-10
3583,Vora and Sons,Quidem numquam fuga error iure asperiores laboriosam. Molestiae aspernatur voluptas natus cum error. Porro commodi facere soluta consectetur in.,varshasarkar851@gmail.com,8840735.0,3930082.19,rejected,2021-02-21
3584,"Borah, Radhakrishnan and Bora",Voluptas doloremque quae sunt voluptatum quasi ducimus. Libero animi aliquam omnis saepe ad minus explicabo. Qui quibusdam accusamus amet magnam.,vanshachada364@gmail.com,2554209.96,1644120.19,rejected,2022-12-02
3585,Natt-Sani,Numquam vitae dolore tempore accusantium voluptate error. Quod suscipit asperiores harum minima suscipit. Vel voluptatem nam quaerat laboriosam libero.,ekbaldua210@gmail.com,5142507.5,310772.61,approved,2023-03-06
3586,Varghese-Dhaliwal,Atque maiores facere sequi. Nobis dolore dignissimos reiciendis.,trivenidube374@gmail.com,2412984.75,2297871.32,approved,2022-02-14
3587,Ramakrishnan-Dixit,"Doloribus consequatur tempora nesciunt fuga consectetur esse. Sunt blanditiis quam. Rem velit saepe.
Non inventore nobis dolores eum quam eligendi. Error esse est exercitationem alias.",urishillabutala32@gmail.com,3608610.25,3062184.8,approved,2022-08-15
3588,"Prakash, Date and Doshi",Occaecati ipsa blanditiis in fugit. Aperiam molestias fugit possimus corrupti. Officiis dicta fugiat minima dolorum vel omnis. Rerum voluptatibus amet temporibus.,darshray37@gmail.com,3163746.03,2092637.72,pending,2024-12-25
3589,"Dyal, Ray and Anne",Quibusdam deleniti iure placeat nobis voluptatibus.,idikachada687@gmail.com,7479168.01,6645814.33,rejected,2024-10-03
3590,Kapadia-Vala,"Beatae error quas. Voluptas animi laborum commodi.
Ab voluptatem vitae eos eaque vero. Veritatis cupiditate veniam deleniti aliquam ducimus. Molestias nostrum exercitationem.",anikatata669@gmail.com,4207540.64,502064.49,approved,2022-11-09
3591,Shetty PLC,Facere distinctio sint deserunt quisquam. Molestiae in quaerat aut nam possimus. Quidem sit commodi laudantium voluptatum voluptas voluptate.,mugdhasalvi527@gmail.com,7136758.67,1836391.94,approved,2021-06-22
3592,Karan-Gour,"Quidem laborum eveniet minima repellat. Enim repudiandae quam ut mollitia.
Sequi dolorem nostrum quasi atque nisi exercitationem. Rerum ullam eligendi vero expedita amet commodi.",gaurangsachar679@gmail.com,6208241.78,943927.68,pending,2021-03-01
3593,Naidu-Dhar,"Quae dolorem facilis velit. Distinctio ex dolore assumenda. Id est voluptatum quasi.
Commodi expedita aliquam expedita perspiciatis.",hemalbhargava351@gmail.com,9607277.5,9261773.81,pending,2024-01-01
3594,Nori-Trivedi,Nulla deserunt iste cumque. Tempore distinctio at ratione asperiores corrupti.,gautamigrover948@gmail.com,2041111.55,1841925.78,rejected,2021-01-20
3595,"Sarraf, Ramesh and Din",Id laborum ex harum. Expedita provident eaque quia id. Exercitationem officiis cupiditate beatae magni ducimus dignissimos quos.,zehaanbutala224@gmail.com,7518466.48,1632911.9,rejected,2022-12-21
3596,Chanda LLC,Iure reprehenderit aliquid voluptatem accusamus. Molestiae ducimus nisi eligendi reiciendis atque molestias. Ipsum quidem ad voluptatibus tempora reiciendis.,gautamikashyap255@gmail.com,7292881.74,6168057.86,approved,2020-12-19
3597,"Sankaran, Barad and Deshmukh","Maiores doloribus eum ea saepe perspiciatis amet. Eum libero numquam molestias corrupti.
Dolorem iste beatae veniam. Alias esse sequi fugit corrupti.",mohammedranganathan485@gmail.com,3053242.32,1195579.99,pending,2022-12-03
3598,Modi Inc,"Praesentium inventore rerum blanditiis neque. Laudantium porro quisquam atque. Labore et non fugiat ullam occaecati.
Amet odit facere iure earum. Iure totam nihil.",chakradhartank380@gmail.com,7014266.67,1062454.61,rejected,2023-06-19
3599,"Joshi, Narayanan and Munshi",Eligendi ratione suscipit laboriosam odit. Et ipsam nobis nihil eum necessitatibus laudantium. Corrupti possimus repellendus enim illo a autem.,gaganyogi428@gmail.com,5672289.93,3705293.16,approved,2020-09-08
3600,Sundaram-Dar,Ipsa quam aliquam culpa quod nam incidunt. Nostrum occaecati sit error dignissimos quod.,jeremiahbarad529@gmail.com,4545047.48,1446221.47,approved,2023-05-09
3601,Zachariah Inc,Maiores aliquam non quasi. Consectetur cupiditate nulla amet.,tanveeratwal85@gmail.com,3352129.03,1370508.73,rejected,2023-06-06
3602,"Sastry, Minhas and Sandhu","Officiis esse ea est. Aliquam quam fugiat doloribus quasi.
Sunt similique fugit occaecati quasi eum. Laborum veritatis vitae.",ekavirchacko125@gmail.com,3561781.1,876374.6,approved,2023-05-23
3603,Kurian-Dutta,Natus maxime eius assumenda dolor eos. Odit recusandae temporibus ullam ratione corporis accusantium eum. Ipsa commodi eum.,dominicpanchal315@gmail.com,9099624.19,8130801.94,rejected,2023-09-08
3604,Rastogi Group,Harum nemo deleniti sint cupiditate debitis magni rerum. Molestias ad quas adipisci officia occaecati sunt. Error libero fuga voluptatum est amet.,veerdate569@gmail.com,5001365.64,3976748.84,rejected,2021-09-02
3605,"Mital, Khanna and Sunder",Nemo doloremque facere blanditiis ut laborum ex. Eligendi aut numquam natus molestiae tempore in similique.,falakmani485@gmail.com,6564260.0,6063142.03,rejected,2021-09-17
3606,"Shroff, Raju and Loyal",Iusto error fuga aperiam quae eos. Numquam quas deserunt non ut. Quasi sapiente nihil sit rem.,diyashanker941@gmail.com,3418201.24,928968.72,approved,2022-07-13
3607,Saraf-Palan,"Similique necessitatibus vel qui praesentium.
Quod laborum quas repellat iure dignissimos iure. Maiores cumque occaecati commodi.
Cum rerum repellendus earum. Doloribus voluptates magnam iste.",saumyakonda607@gmail.com,3440294.11,2696697.59,approved,2023-08-09
3608,Ray-Deshmukh,"Voluptates labore odio voluptatem similique suscipit sed. Nihil adipisci vel est voluptates ut. Quisquam repudiandae asperiores.
Necessitatibus nisi tempore quae. Dolores officia asperiores expedita.",alexandersethi177@gmail.com,7163969.62,3270387.48,rejected,2022-01-15
3609,"Mall, Dua and Swaminathan",Aperiam tenetur rem fugit. Eligendi culpa veritatis asperiores veritatis veritatis soluta. Est corrupti recusandae atque magni rerum.,vamakshibandi869@gmail.com,2300847.58,2293115.13,approved,2021-02-07
3610,"Kalita, Dhawan and Sibal","Explicabo magnam quaerat a. Occaecati adipisci eius hic debitis asperiores. Veritatis assumenda eum cupiditate explicabo.
Modi error quis neque. Deserunt recusandae perferendis nobis animi.",charansaran975@gmail.com,4169572.46,4104665.42,rejected,2024-02-26
3611,Rajagopal-Sinha,"Blanditiis tempore officiis odit suscipit velit.
Perferendis laudantium deleniti aperiam cum. Animi molestiae debitis. Ipsam qui laboriosam quo aliquid ea.",jagatsen722@gmail.com,5068054.82,4068835.51,approved,2020-10-10
3612,"Dhawan, Mandal and Sanghvi","Quod enim sed nam sed quidem ipsum. Ratione quasi tempora ad.
Sed nisi totam. Repudiandae magni culpa laboriosam dolorem.",anayhora261@gmail.com,5222745.2,4923832.55,pending,2023-07-23
3613,Virk Ltd,Neque sint voluptatibus placeat voluptatibus odio. Quidem quisquam repudiandae mollitia ipsa.,gunbirrastogi217@gmail.com,4641813.43,407744.08,rejected,2021-05-18
3614,Chanda LLC,Cum architecto minus nobis minus voluptates architecto. Possimus rerum delectus tempore.,calebrai226@gmail.com,5791639.56,3686843.08,rejected,2024-06-11
3615,"Nayar, Sahota and Atwal",Consectetur velit quaerat dicta voluptatibus sequi. Optio doloribus vel mollitia sit itaque atque. Laboriosam natus laboriosam maiores quisquam alias totam.,vedantbiswas866@gmail.com,6385711.51,5307903.1,approved,2023-12-04
3616,"Keer, Nagarajan and Modi","Iusto aliquam reprehenderit ex. Esse facilis natus aperiam voluptatem neque quia adipisci.
Nobis deleniti ducimus corrupti neque excepturi qui. Nobis vel commodi ipsum quaerat.",abhimanyubrahmbhatt264@gmail.com,6469275.09,1092183.83,approved,2021-04-03
3617,"Lala, Bava and Sibal","Eum corporis non reiciendis voluptatibus cumque in ipsam. Dolorem veniam minima officiis.
Quo neque quae voluptatum odio reprehenderit totam vero. Eum fugit quam quidem vel.",vyanjanaloke191@gmail.com,3028392.38,1011579.33,approved,2024-02-28
3618,"Tank, Prasad and Chakraborty",Veritatis quibusdam est ea. Debitis unde asperiores numquam qui labore.,tristangoswami916@gmail.com,4431689.8,3906047.73,pending,2023-10-18
3619,"Dixit, Puri and Narang","Corrupti quidem vero voluptates inventore. Error voluptas facere enim beatae fugiat laudantium. Animi cumque pariatur.
Perferendis eaque cumque explicabo molestiae. Vitae nemo sint eaque.",raaginiravi191@gmail.com,7389525.72,6514155.96,approved,2021-06-10
3620,Narayan Inc,Natus amet numquam temporibus labore. Porro recusandae modi reiciendis sit itaque. Fugit dolores assumenda voluptas eligendi deserunt iusto facere.,hemanginichopra401@gmail.com,6789294.38,6435045.53,pending,2020-01-14
3621,Toor PLC,Facilis consequatur debitis ipsam nostrum. Commodi placeat minima sint. Molestiae dolorum cumque fugiat facere temporibus impedit natus.,taraksangha712@gmail.com,2254281.1,1138642.44,rejected,2020-11-28
3622,Acharya-Pau,Architecto non maiores nam. Deserunt officiis vitae temporibus nesciunt numquam nemo.,saiparmer944@gmail.com,5702959.8,825619.89,pending,2023-09-19
3623,"Mukhopadhyay, Randhawa and Saraf","Error quo nihil. Eum neque voluptatum perspiciatis beatae.
Velit consequatur praesentium. Voluptates velit excepturi magni in.",wriddhishlata934@gmail.com,1043549.5,754628.31,pending,2021-03-28
3624,Rattan Group,Totam aperiam nostrum saepe ipsum rem dolorem. Ut commodi ipsum earum accusantium consectetur tenetur aut. Illo harum sequi quisquam labore eius asperiores rem.,arunimabose547@gmail.com,5093869.8,2966734.45,rejected,2022-05-23
3625,"Agate, Dugal and Sastry","Itaque ratione occaecati nemo commodi minus. Deleniti incidunt beatae commodi officiis. Quod nihil magni sapiente illo in.
Ea cum asperiores asperiores porro illum. Ipsum asperiores iure.",diyamander178@gmail.com,8795534.03,1392324.89,rejected,2023-01-21
3626,Konda PLC,Praesentium quia exercitationem nisi sint. Itaque dolorem voluptas ipsa reiciendis vero placeat a. Eius perferendis amet necessitatibus. Nam iusto adipisci commodi eaque ratione.,ojasmurty355@gmail.com,3104214.57,1742182.43,pending,2022-02-23
3627,"Narula, Pandit and Brar","Molestias quia reiciendis repellat fuga. Mollitia earum soluta cum quisquam minus non.
Placeat accusantium error maiores. Quisquam dignissimos sint excepturi labore vitae hic.",anushakhare226@gmail.com,3331353.91,1311954.19,pending,2021-04-16
3628,Jha LLC,"Beatae quaerat non qui eaque facilis. Dolore ullam quaerat itaque quidem corporis qui suscipit.
Suscipit debitis ex fugiat. Fugiat consequuntur dignissimos aliquid recusandae.",niteshbakshi480@gmail.com,6528059.56,1311800.9,approved,2022-12-17
3629,"Balakrishnan, Datta and Bassi","Nemo provident sit necessitatibus.
Tenetur dicta aspernatur autem adipisci earum accusamus magnam. Animi facilis enim provident iure.",pavanibutala246@gmail.com,1914396.97,1345501.9,pending,2023-08-14
3630,Prashad-Dash,"Culpa recusandae minima beatae nam. Molestias a dolores esse nobis fugit.
Eos quo aut atque corporis. Natus nesciunt ipsam id voluptas recusandae excepturi.",nimratraju950@gmail.com,3734489.94,2483271.15,pending,2023-12-03
3631,Gola-Chander,Optio doloribus nihil magni aut doloribus exercitationem. Cumque magni quae officia voluptatibus ipsam. Sint eveniet doloribus debitis maxime cumque.,vedikakata599@gmail.com,6192882.28,2675992.9,approved,2022-10-04
3632,"Bala, Jayaraman and Konda",Voluptas accusamus minus corporis necessitatibus consectetur a. Tempore magni cupiditate. Sit quos iure officia aperiam placeat.,gauritank935@gmail.com,3731428.3,3720882.8,approved,2021-08-23
3633,"Lal, Chaudhry and Jain",Necessitatibus tempore nemo maiores ipsum magni cum. Earum dignissimos soluta labore quis aperiam ea.,charitadube584@gmail.com,4528060.03,897615.25,rejected,2022-02-25
3634,Thaker-Sheth,"Voluptatum deleniti excepturi nam deserunt. Fugiat quis modi fugit similique deserunt natus.
Magni minus alias asperiores. Omnis quam vel culpa.",gaurikaviswanathan623@gmail.com,6488371.42,2084362.73,rejected,2024-03-10
3635,"Dewan, Arora and Sharma",Nostrum sit atque ipsam. Quas laboriosam suscipit nostrum adipisci asperiores aut.,patrickkeer567@gmail.com,5843092.17,4371392.25,rejected,2023-12-01
3636,Trivedi-Kapoor,Accusantium occaecati consectetur facere nemo. Molestias nisi eligendi a molestiae enim culpa. Minima distinctio minima eum officia quia.,eshanamital188@gmail.com,5533636.79,1836980.37,approved,2021-10-12
3637,Gill Ltd,"Sapiente molestiae quibusdam reprehenderit ad quam. Tenetur optio iste commodi perferendis deleniti.
Quibusdam repudiandae nobis nulla illum dolorum fugit. Nam velit quod iste impedit.",mitalinatt536@gmail.com,4321755.44,2995253.28,rejected,2024-08-01
3638,Kakar PLC,"In hic asperiores rem rem.
Necessitatibus eligendi harum dolore officiis soluta. Id praesentium minus deserunt. Temporibus voluptates repellat magnam.",rachitsampath330@gmail.com,5740122.23,1680756.7,approved,2024-05-01
3639,Bhargava LLC,"Magnam enim quis aperiam rem. Recusandae nisi libero aliquid perspiciatis.
Sapiente eum deleniti id. Praesentium beatae ad reiciendis sapiente fuga cum et. Ex sint numquam.",watikakapoor566@gmail.com,4752534.64,1040139.54,pending,2022-01-05
3640,Devan-Bumb,"Harum odit ab at. Qui veniam beatae eius corrupti tenetur tempore assumenda.
Perferendis quis totam aspernatur molestias dolorem. Consectetur perferendis aliquam culpa consequuntur.",rachitabains993@gmail.com,5915611.22,2066025.92,rejected,2021-11-12
3641,"Nadkarni, Sarna and Dass","Neque tenetur delectus id aut veritatis. Amet omnis expedita esse.
Laboriosam modi praesentium dolorum repellat vero.",samarthbadami861@gmail.com,4006135.95,1574824.59,approved,2023-05-02
3642,"Barad, Shanker and Bora","Tempora est quia harum. Quibusdam dolorum praesentium soluta ea.
Illo doloremque quod distinctio. Sint nesciunt eaque ipsam voluptatum quisquam. Illo eveniet exercitationem soluta dolor neque.",fitanamble753@gmail.com,4634862.05,1287986.88,approved,2020-09-28
3643,Seth-Parmer,Sit necessitatibus dolores quam. Vel explicabo quod tempore labore aliquid dicta. Hic ab dolorem fugiat tenetur.,nidrananda823@gmail.com,3020084.41,1401979.95,approved,2022-08-23
3644,Kothari-Mahajan,"Tempora iusto assumenda quibusdam repellendus. Quasi sed qui vel. Voluptate ducimus assumenda placeat eligendi.
Qui ex error ullam. Debitis harum minima nisi quasi.",labanvarghese108@gmail.com,4929984.78,1919338.78,pending,2020-01-04
3645,"Rajagopalan, Srinivas and Lanka",Blanditiis voluptate veritatis ipsam dolor porro saepe esse. Corrupti inventore suscipit. Quod a quas minus.,urvashidatta234@gmail.com,3377998.27,57924.84,approved,2023-08-27
3646,"Chawla, Edwin and Nori",Tempora eos magni enim nisi nesciunt quidem. Minima atque iure hic illo ducimus iusto magnam. Aspernatur enim repellat accusantium autem blanditiis pariatur cupiditate.,tanayrama204@gmail.com,2771907.1,294131.68,approved,2022-02-27
3647,Chanda-Johal,At facilis sed ipsa facere reiciendis ea. Nisi itaque dolorem iusto ratione eius omnis aspernatur. Ratione architecto voluptatibus architecto nobis consequuntur.,wriddhishchandran726@gmail.com,5517322.3,2714621.76,pending,2024-06-15
3648,Raja-Salvi,Nam minus quasi veritatis veniam. Necessitatibus nisi sunt magnam assumenda voluptatum explicabo laboriosam. Laboriosam nam necessitatibus mollitia tempore.,tanishmanda850@gmail.com,5425479.55,2987778.74,pending,2024-05-16
3649,Garg Ltd,"Recusandae sequi totam. Quaerat odio atque temporibus. Voluptatum voluptatem commodi ex cum nisi est.
Earum non optio cumque. Maxime quod doloribus tempore. At aliquid corporis modi nobis maiores.",mitalirajan359@gmail.com,6565747.47,1748188.69,rejected,2023-05-12
3650,Borah Group,Omnis iste molestiae illum omnis impedit id. Dignissimos repudiandae aut nam.,farhanlalla322@gmail.com,4137748.86,256990.63,rejected,2023-10-14
3651,"Shenoy, Pathak and Krishnamurthy","Deserunt quibusdam inventore sequi dolores cumque architecto. Cupiditate quae autem eius mollitia.
Dolorum laudantium perspiciatis. Iste eligendi velit temporibus quaerat quos accusamus.",jagvianand184@gmail.com,5816105.69,5571535.82,rejected,2020-02-17
3652,Ramachandran LLC,Provident incidunt dolores sed occaecati exercitationem magnam aliquid. Accusamus tempore ea quia sed ut neque. Neque cumque dolore saepe cupiditate.,labandass925@gmail.com,6101595.14,5464893.17,approved,2021-08-24
